age,age_basket,job,marital,education,balance,balance_basket,default,housing,loan,contact,day,month,duration,duration_mins,duration_bucket,campaign,campaign_capped,pdays,previous,poutcome,term_deposit,term_deposit_numeric
49,35-49,technician,divorced,secondary,5,Low (0-500),no,no,no,cellular,19,aug,131,2.18,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,admin.,married,secondary,740,Medium (500-2K),no,no,yes,cellular,19,aug,109,1.82,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,admin.,married,secondary,33,Low (0-500),no,yes,no,cellular,19,aug,97,1.62,1-3 mins,2,2,-1,0,unknown,no,0
39,35-49,technician,married,secondary,61,Low (0-500),no,no,no,cellular,19,aug,339,5.65,5-10 mins,2,2,-1,0,unknown,no,0
60,50-66,technician,married,secondary,-410,Negative,no,no,no,cellular,19,aug,143,2.38,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,management,divorced,tertiary,83,Low (0-500),no,no,no,cellular,19,aug,149,2.48,1-3 mins,2,2,-1,0,unknown,no,0
30,25-34,technician,single,secondary,126,Low (0-500),no,no,no,cellular,19,aug,256,4.27,3-5 mins,2,2,-1,0,unknown,no,0
57,50-66,housemaid,married,primary,1183,Medium (500-2K),no,no,no,cellular,19,aug,111,1.85,1-3 mins,4,4,-1,0,unknown,no,0
33,25-34,technician,single,tertiary,27,Low (0-500),no,no,no,cellular,19,aug,332,5.53,5-10 mins,2,2,-1,0,unknown,no,0
41,35-49,technician,married,secondary,240,Low (0-500),no,no,no,cellular,19,aug,290,4.83,3-5 mins,2,2,-1,0,unknown,no,0
51,50-66,management,married,tertiary,401,Low (0-500),no,no,no,cellular,19,aug,80,1.33,1-3 mins,6,6,-1,0,unknown,no,0
48,35-49,technician,married,tertiary,0,Negative,no,no,no,cellular,19,aug,58,0.97,<1 min,2,2,-1,0,unknown,no,0
57,50-66,retired,married,primary,3288,High (2K+),no,no,no,cellular,19,aug,186,3.1,3-5 mins,4,4,-1,0,unknown,no,0
42,35-49,self-employed,married,secondary,95,Low (0-500),no,no,no,cellular,19,aug,119,1.98,1-3 mins,6,6,-1,0,unknown,no,0
45,35-49,admin.,married,secondary,0,Negative,no,no,no,cellular,19,aug,145,2.42,1-3 mins,10,10,-1,0,unknown,no,0
58,50-66,management,married,tertiary,172,Low (0-500),no,no,no,cellular,19,aug,145,2.42,1-3 mins,7,7,-1,0,unknown,no,0
46,35-49,management,divorced,secondary,558,Medium (500-2K),no,no,no,cellular,19,aug,126,2.1,1-3 mins,6,6,-1,0,unknown,no,0
32,25-34,management,married,tertiary,644,Medium (500-2K),no,no,no,cellular,19,aug,100,1.67,1-3 mins,2,2,-1,0,unknown,no,0
31,25-34,technician,married,secondary,7369,High (2K+),no,no,no,cellular,19,aug,204,3.4,3-5 mins,4,4,-1,0,unknown,no,0
30,25-34,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,178,2.97,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,management,divorced,tertiary,0,Negative,no,no,no,telephone,19,aug,225,3.75,3-5 mins,4,4,-1,0,unknown,no,0
46,35-49,technician,single,secondary,182,Low (0-500),no,no,no,cellular,19,aug,160,2.67,1-3 mins,4,4,-1,0,unknown,no,0
38,35-49,management,single,tertiary,231,Low (0-500),no,no,no,cellular,19,aug,118,1.97,1-3 mins,2,2,-1,0,unknown,no,0
55,50-66,management,married,tertiary,2537,High (2K+),no,no,no,cellular,19,aug,97,1.62,1-3 mins,5,5,-1,0,unknown,no,0
39,35-49,management,married,tertiary,5495,High (2K+),no,yes,no,cellular,19,aug,391,6.52,5-10 mins,6,6,-1,0,unknown,no,0
34,25-34,technician,single,secondary,0,Negative,no,no,no,cellular,19,aug,130,2.17,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,unemployed,divorced,tertiary,734,Medium (500-2K),no,no,no,cellular,19,aug,276,4.6,3-5 mins,2,2,-1,0,unknown,no,0
48,35-49,technician,married,tertiary,348,Low (0-500),no,no,no,cellular,19,aug,159,2.65,1-3 mins,4,4,-1,0,unknown,no,0
36,35-49,management,married,tertiary,61,Low (0-500),no,no,yes,cellular,19,aug,452,7.53,5-10 mins,2,2,-1,0,unknown,no,0
42,35-49,management,married,tertiary,356,Low (0-500),no,no,no,cellular,19,aug,129,2.15,1-3 mins,4,4,-1,0,unknown,no,0
40,35-49,management,married,tertiary,51,Low (0-500),no,no,no,cellular,19,aug,164,2.73,1-3 mins,2,2,-1,0,unknown,no,0
30,25-34,self-employed,married,tertiary,1596,Medium (500-2K),no,yes,no,cellular,19,aug,195,3.25,3-5 mins,2,2,-1,0,unknown,no,0
32,25-34,entrepreneur,married,tertiary,0,Negative,no,no,no,cellular,19,aug,167,2.78,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,management,married,secondary,1079,Medium (500-2K),no,no,no,cellular,19,aug,117,1.95,1-3 mins,6,6,-1,0,unknown,no,0
36,35-49,technician,married,secondary,632,Medium (500-2K),no,yes,no,cellular,19,aug,306,5.1,5-10 mins,2,2,-1,0,unknown,no,0
55,50-66,admin.,married,primary,0,Negative,no,yes,no,cellular,19,aug,55,0.92,<1 min,4,4,-1,0,unknown,no,0
40,35-49,management,married,tertiary,254,Low (0-500),no,no,no,cellular,19,aug,194,3.23,3-5 mins,2,2,-1,0,unknown,no,0
33,25-34,management,married,tertiary,801,Medium (500-2K),no,no,no,cellular,19,aug,133,2.22,1-3 mins,4,4,-1,0,unknown,no,0
31,25-34,management,single,tertiary,-446,Negative,no,no,no,cellular,19,aug,156,2.6,1-3 mins,4,4,-1,0,unknown,no,0
32,25-34,technician,married,secondary,4133,High (2K+),no,no,no,cellular,19,aug,175,2.92,1-3 mins,6,6,-1,0,unknown,no,0
52,50-66,technician,married,secondary,2095,High (2K+),no,yes,yes,cellular,19,aug,419,6.98,5-10 mins,4,4,-1,0,unknown,no,0
32,25-34,technician,single,secondary,10,Low (0-500),no,no,no,cellular,19,aug,190,3.17,3-5 mins,2,2,-1,0,unknown,no,0
58,50-66,admin.,married,primary,0,Negative,no,no,no,cellular,19,aug,109,1.82,1-3 mins,6,6,-1,0,unknown,no,0
56,50-66,management,married,tertiary,1282,Medium (500-2K),no,no,no,cellular,19,aug,323,5.38,5-10 mins,4,4,-1,0,unknown,no,0
41,35-49,technician,married,secondary,712,Medium (500-2K),no,no,no,cellular,19,aug,409,6.82,5-10 mins,2,2,-1,0,unknown,no,0
54,50-66,housemaid,married,primary,127,Low (0-500),no,no,no,cellular,19,aug,176,2.93,1-3 mins,4,4,-1,0,unknown,no,0
41,35-49,technician,married,secondary,-1,Negative,no,no,yes,cellular,19,aug,406,6.77,5-10 mins,2,2,-1,0,unknown,no,0
39,35-49,housemaid,married,primary,0,Negative,no,yes,no,cellular,19,aug,92,1.53,1-3 mins,4,4,-1,0,unknown,no,0
56,50-66,management,married,tertiary,982,Medium (500-2K),no,no,no,cellular,19,aug,113,1.88,1-3 mins,6,6,-1,0,unknown,no,0
60,50-66,self-employed,married,tertiary,2149,High (2K+),no,no,no,cellular,19,aug,222,3.7,3-5 mins,4,4,-1,0,unknown,no,0
33,25-34,management,single,tertiary,3655,High (2K+),no,no,no,cellular,19,aug,183,3.05,3-5 mins,20,10,-1,0,unknown,no,0
34,25-34,technician,single,secondary,52,Low (0-500),no,no,no,cellular,19,aug,90,1.5,1-3 mins,4,4,-1,0,unknown,no,0
57,50-66,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,188,3.13,3-5 mins,4,4,-1,0,unknown,no,0
33,25-34,management,divorced,tertiary,0,Negative,no,yes,yes,cellular,19,aug,275,4.58,3-5 mins,8,8,-1,0,unknown,no,0
36,35-49,technician,single,secondary,818,Medium (500-2K),no,yes,yes,cellular,19,aug,96,1.6,1-3 mins,4,4,-1,0,unknown,no,0
42,35-49,technician,divorced,secondary,12584,High (2K+),no,no,no,cellular,19,aug,21,0.35,<1 min,25,10,-1,0,unknown,no,0
42,35-49,technician,divorced,secondary,248,Low (0-500),no,no,no,cellular,19,aug,163,2.72,1-3 mins,4,4,-1,0,unknown,no,0
53,50-66,services,married,secondary,139,Low (0-500),no,yes,no,cellular,19,aug,28,0.47,<1 min,17,10,-1,0,unknown,no,0
43,35-49,management,single,tertiary,483,Low (0-500),no,no,no,cellular,19,aug,950,15.83,10+ mins,6,6,-1,0,unknown,yes,1
60,50-66,retired,married,primary,600,Medium (500-2K),no,no,no,cellular,19,aug,99,1.65,1-3 mins,6,6,-1,0,unknown,no,0
36,35-49,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,120,2.0,1-3 mins,6,6,-1,0,unknown,no,0
55,50-66,management,divorced,tertiary,17,Low (0-500),no,no,no,cellular,19,aug,129,2.15,1-3 mins,4,4,-1,0,unknown,no,0
56,50-66,technician,married,secondary,64,Low (0-500),no,no,no,cellular,19,aug,35,0.58,<1 min,4,4,-1,0,unknown,no,0
37,35-49,entrepreneur,married,secondary,46,Low (0-500),no,no,yes,cellular,19,aug,119,1.98,1-3 mins,4,4,-1,0,unknown,no,0
34,25-34,technician,divorced,tertiary,66,Low (0-500),no,no,yes,cellular,19,aug,74,1.23,1-3 mins,2,2,-1,0,unknown,no,0
57,50-66,admin.,married,secondary,2120,High (2K+),no,no,no,cellular,19,aug,687,11.45,10+ mins,4,4,-1,0,unknown,yes,1
51,50-66,admin.,married,secondary,91,Low (0-500),no,no,no,cellular,19,aug,224,3.73,3-5 mins,2,2,-1,0,unknown,no,0
30,25-34,management,single,tertiary,0,Negative,no,no,no,cellular,19,aug,292,4.87,3-5 mins,2,2,-1,0,unknown,no,0
48,35-49,blue-collar,married,secondary,3,Low (0-500),no,no,yes,cellular,19,aug,289,4.82,3-5 mins,2,2,-1,0,unknown,no,0
30,25-34,technician,married,secondary,27,Low (0-500),no,yes,no,cellular,19,aug,163,2.72,1-3 mins,2,2,-1,0,unknown,no,0
31,25-34,management,single,tertiary,0,Negative,no,no,no,cellular,19,aug,155,2.58,1-3 mins,4,4,-1,0,unknown,no,0
34,25-34,technician,married,tertiary,5547,High (2K+),no,yes,no,cellular,19,aug,73,1.22,1-3 mins,6,6,-1,0,unknown,no,0
40,35-49,management,single,tertiary,171,Low (0-500),no,no,no,cellular,19,aug,1241,20.68,10+ mins,3,3,-1,0,unknown,no,0
35,35-49,technician,married,secondary,141,Low (0-500),no,yes,no,cellular,19,aug,299,4.98,3-5 mins,2,2,-1,0,unknown,no,0
36,35-49,technician,married,tertiary,60,Low (0-500),no,no,no,cellular,19,aug,209,3.48,3-5 mins,2,2,-1,0,unknown,no,0
49,35-49,admin.,married,tertiary,8413,High (2K+),no,no,no,cellular,19,aug,131,2.18,1-3 mins,6,6,-1,0,unknown,no,0
36,35-49,technician,married,tertiary,71,Low (0-500),no,no,no,cellular,19,aug,587,9.78,5-10 mins,2,2,-1,0,unknown,no,0
58,50-66,management,married,tertiary,3228,High (2K+),no,no,no,cellular,19,aug,58,0.97,<1 min,2,2,-1,0,unknown,no,0
52,50-66,self-employed,married,tertiary,605,Medium (500-2K),no,no,no,cellular,19,aug,191,3.18,3-5 mins,4,4,-1,0,unknown,no,0
39,35-49,management,single,tertiary,-401,Negative,yes,yes,no,cellular,19,aug,274,4.57,3-5 mins,4,4,-1,0,unknown,no,0
53,50-66,admin.,married,secondary,172,Low (0-500),no,no,no,cellular,19,aug,80,1.33,1-3 mins,6,6,-1,0,unknown,no,0
51,50-66,management,divorced,tertiary,45,Low (0-500),no,no,no,cellular,19,aug,95,1.58,1-3 mins,4,4,-1,0,unknown,no,0
46,35-49,management,married,tertiary,71,Low (0-500),no,yes,no,cellular,19,aug,220,3.67,3-5 mins,4,4,-1,0,unknown,no,0
32,25-34,technician,married,secondary,266,Low (0-500),no,yes,no,cellular,19,aug,168,2.8,1-3 mins,2,2,-1,0,unknown,no,0
33,25-34,technician,divorced,secondary,295,Low (0-500),no,no,no,cellular,19,aug,360,6.0,5-10 mins,2,2,-1,0,unknown,no,0
33,25-34,management,married,tertiary,808,Medium (500-2K),no,yes,no,cellular,19,aug,12,0.2,<1 min,16,10,-1,0,unknown,no,0
31,25-34,management,single,tertiary,0,Negative,no,no,no,cellular,19,aug,133,2.22,1-3 mins,2,2,-1,0,unknown,no,0
37,35-49,technician,single,tertiary,971,Medium (500-2K),no,no,no,cellular,19,aug,120,2.0,1-3 mins,6,6,-1,0,unknown,no,0
46,35-49,technician,single,secondary,401,Low (0-500),no,no,no,unknown,19,aug,69,1.15,1-3 mins,2,2,-1,0,unknown,no,0
44,35-49,technician,married,secondary,1127,Medium (500-2K),no,yes,no,cellular,19,aug,82,1.37,1-3 mins,8,8,-1,0,unknown,no,0
52,50-66,technician,divorced,tertiary,0,Negative,no,no,no,cellular,19,aug,119,1.98,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,unknown,married,tertiary,119,Low (0-500),no,no,no,cellular,19,aug,258,4.3,3-5 mins,2,2,-1,0,unknown,no,0
50,50-66,blue-collar,married,primary,-1,Negative,no,no,no,cellular,19,aug,195,3.25,3-5 mins,2,2,-1,0,unknown,no,0
43,35-49,housemaid,divorced,tertiary,42,Low (0-500),no,yes,no,cellular,19,aug,696,11.6,10+ mins,2,2,-1,0,unknown,no,0
30,25-34,technician,married,secondary,-189,Negative,no,no,no,cellular,19,aug,105,1.75,1-3 mins,2,2,-1,0,unknown,no,0
57,50-66,management,married,tertiary,929,Medium (500-2K),no,no,no,cellular,19,aug,387,6.45,5-10 mins,8,8,-1,0,unknown,no,0
48,35-49,technician,divorced,tertiary,83,Low (0-500),no,no,yes,cellular,19,aug,243,4.05,3-5 mins,6,6,-1,0,unknown,no,0
51,50-66,blue-collar,married,secondary,950,Medium (500-2K),no,no,no,cellular,19,aug,377,6.28,5-10 mins,2,2,-1,0,unknown,no,0
40,35-49,technician,divorced,secondary,0,Negative,no,no,no,cellular,19,aug,60,1.0,<1 min,2,2,-1,0,unknown,no,0
34,25-34,technician,married,secondary,56,Low (0-500),no,no,no,cellular,19,aug,91,1.52,1-3 mins,2,2,-1,0,unknown,no,0
43,35-49,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,103,1.72,1-3 mins,2,2,-1,0,unknown,no,0
57,50-66,technician,divorced,tertiary,114,Low (0-500),no,no,no,cellular,19,aug,281,4.68,3-5 mins,2,2,-1,0,unknown,no,0
45,35-49,blue-collar,married,primary,487,Low (0-500),no,yes,no,cellular,19,aug,110,1.83,1-3 mins,4,4,-1,0,unknown,no,0
53,50-66,management,married,tertiary,261,Low (0-500),no,no,no,cellular,19,aug,100,1.67,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,management,married,tertiary,409,Low (0-500),no,no,no,cellular,19,aug,111,1.85,1-3 mins,2,2,-1,0,unknown,no,0
55,50-66,management,married,tertiary,-408,Negative,no,no,no,cellular,19,aug,528,8.8,5-10 mins,9,9,-1,0,unknown,no,0
31,25-34,technician,married,secondary,0,Negative,no,no,yes,cellular,19,aug,144,2.4,1-3 mins,4,4,-1,0,unknown,no,0
34,25-34,technician,single,tertiary,82,Low (0-500),no,no,no,cellular,19,aug,292,4.87,3-5 mins,4,4,-1,0,unknown,no,0
30,25-34,technician,single,secondary,5,Low (0-500),no,no,no,cellular,19,aug,120,2.0,1-3 mins,6,6,-1,0,unknown,no,0
45,35-49,admin.,married,secondary,251,Low (0-500),no,yes,no,cellular,19,aug,102,1.7,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,blue-collar,married,primary,0,Negative,no,no,no,cellular,19,aug,92,1.53,1-3 mins,2,2,-1,0,unknown,no,0
43,35-49,technician,married,secondary,227,Low (0-500),no,yes,yes,cellular,19,aug,124,2.07,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,management,single,secondary,451,Low (0-500),no,yes,no,cellular,19,aug,142,2.37,1-3 mins,2,2,-1,0,unknown,no,0
55,50-66,retired,married,secondary,168,Low (0-500),no,no,no,cellular,19,aug,79,1.32,1-3 mins,2,2,-1,0,unknown,no,0
58,50-66,retired,married,secondary,0,Negative,no,no,no,cellular,19,aug,153,2.55,1-3 mins,2,2,-1,0,unknown,no,0
33,25-34,blue-collar,married,tertiary,1465,Medium (500-2K),no,no,no,cellular,19,aug,98,1.63,1-3 mins,4,4,-1,0,unknown,no,0
31,25-34,technician,married,secondary,297,Low (0-500),no,no,no,cellular,19,aug,551,9.18,5-10 mins,4,4,-1,0,unknown,no,0
36,35-49,admin.,divorced,secondary,11,Low (0-500),no,no,no,cellular,19,aug,97,1.62,1-3 mins,2,2,-1,0,unknown,no,0
34,25-34,management,single,tertiary,-292,Negative,no,yes,no,cellular,19,aug,181,3.02,3-5 mins,6,6,-1,0,unknown,no,0
39,35-49,management,married,tertiary,1373,Medium (500-2K),no,no,no,cellular,19,aug,386,6.43,5-10 mins,2,2,-1,0,unknown,no,0
39,35-49,management,married,tertiary,88,Low (0-500),no,no,no,cellular,19,aug,349,5.82,5-10 mins,4,4,-1,0,unknown,no,0
50,50-66,admin.,married,secondary,-1415,Negative,no,no,no,cellular,19,aug,358,5.97,5-10 mins,2,2,-1,0,unknown,no,0
42,35-49,technician,divorced,secondary,58,Low (0-500),no,no,no,cellular,19,aug,153,2.55,1-3 mins,2,2,-1,0,unknown,no,0
57,50-66,retired,married,secondary,-133,Negative,no,no,no,cellular,19,aug,197,3.28,3-5 mins,2,2,-1,0,unknown,no,0
60,50-66,retired,married,primary,420,Low (0-500),no,no,no,cellular,19,aug,245,4.08,3-5 mins,2,2,-1,0,unknown,no,0
33,25-34,self-employed,married,secondary,47,Low (0-500),no,no,no,cellular,19,aug,168,2.8,1-3 mins,2,2,-1,0,unknown,no,0
39,35-49,technician,single,secondary,1,Low (0-500),no,no,no,cellular,19,aug,111,1.85,1-3 mins,2,2,-1,0,unknown,no,0
59,50-66,retired,married,primary,0,Negative,no,no,no,cellular,19,aug,288,4.8,3-5 mins,2,2,-1,0,unknown,no,0
30,25-34,technician,single,secondary,8,Low (0-500),no,no,no,cellular,19,aug,28,0.47,<1 min,17,10,-1,0,unknown,no,0
53,50-66,technician,married,secondary,3429,High (2K+),no,no,no,cellular,19,aug,280,4.67,3-5 mins,4,4,-1,0,unknown,no,0
30,25-34,management,single,tertiary,-58,Negative,no,no,yes,cellular,19,aug,15,0.25,<1 min,18,10,-1,0,unknown,no,0
47,35-49,admin.,married,secondary,5401,High (2K+),no,no,no,cellular,19,aug,824,13.73,10+ mins,2,2,-1,0,unknown,no,0
32,25-34,management,single,tertiary,1625,Medium (500-2K),no,yes,no,cellular,19,aug,451,7.52,5-10 mins,6,6,-1,0,unknown,no,0
54,50-66,technician,divorced,secondary,-291,Negative,no,no,no,cellular,19,aug,99,1.65,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,486,8.1,5-10 mins,4,4,-1,0,unknown,no,0
32,25-34,technician,single,secondary,29,Low (0-500),no,no,no,cellular,19,aug,156,2.6,1-3 mins,2,2,-1,0,unknown,no,0
33,25-34,management,single,tertiary,0,Negative,no,no,no,cellular,19,aug,53,0.88,<1 min,4,4,-1,0,unknown,no,0
46,35-49,technician,married,secondary,966,Medium (500-2K),no,yes,yes,cellular,19,aug,40,0.67,<1 min,2,2,-1,0,unknown,no,0
46,35-49,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,328,5.47,5-10 mins,1,1,-1,0,unknown,no,0
33,25-34,technician,married,secondary,18,Low (0-500),yes,no,yes,cellular,19,aug,19,0.32,<1 min,18,10,-1,0,unknown,no,0
35,35-49,management,married,tertiary,86,Low (0-500),no,yes,no,cellular,19,aug,144,2.4,1-3 mins,3,3,-1,0,unknown,no,0
46,35-49,technician,single,secondary,0,Negative,no,no,no,cellular,19,aug,42,0.7,<1 min,1,1,-1,0,unknown,no,0
35,35-49,management,married,tertiary,299,Low (0-500),no,no,no,cellular,19,aug,1059,17.65,10+ mins,5,5,-1,0,unknown,no,0
33,25-34,technician,married,secondary,2666,High (2K+),no,no,no,cellular,19,aug,117,1.95,1-3 mins,3,3,-1,0,unknown,no,0
52,50-66,management,married,tertiary,7135,High (2K+),no,no,no,cellular,19,aug,1032,17.2,10+ mins,3,3,-1,0,unknown,yes,1
31,25-34,technician,married,secondary,1072,Medium (500-2K),no,no,no,cellular,19,aug,141,2.35,1-3 mins,3,3,-1,0,unknown,no,0
32,25-34,technician,married,tertiary,60,Low (0-500),no,no,no,cellular,19,aug,153,2.55,1-3 mins,7,7,-1,0,unknown,no,0
56,50-66,technician,divorced,secondary,5,Low (0-500),no,no,no,cellular,19,aug,98,1.63,1-3 mins,1,1,-1,0,unknown,no,0
49,35-49,blue-collar,married,unknown,5,Low (0-500),no,no,no,cellular,19,aug,202,3.37,3-5 mins,1,1,-1,0,unknown,no,0
34,25-34,technician,single,secondary,179,Low (0-500),no,no,no,cellular,19,aug,294,4.9,3-5 mins,3,3,-1,0,unknown,no,0
56,50-66,self-employed,married,unknown,0,Negative,no,no,no,cellular,19,aug,130,2.17,1-3 mins,1,1,-1,0,unknown,no,0
34,25-34,management,married,tertiary,46,Low (0-500),no,no,no,cellular,19,aug,729,12.15,10+ mins,5,5,-1,0,unknown,no,0
33,25-34,technician,single,tertiary,123,Low (0-500),no,no,no,cellular,19,aug,264,4.4,3-5 mins,1,1,-1,0,unknown,no,0
52,50-66,management,single,tertiary,1205,Medium (500-2K),no,no,no,telephone,19,aug,18,0.3,<1 min,20,10,-1,0,unknown,no,0
58,50-66,retired,married,tertiary,258,Low (0-500),no,no,yes,cellular,19,aug,285,4.75,3-5 mins,1,1,-1,0,unknown,no,0
42,35-49,technician,single,secondary,3,Low (0-500),no,no,no,cellular,19,aug,367,6.12,5-10 mins,1,1,-1,0,unknown,no,0
32,25-34,management,single,tertiary,0,Negative,no,no,no,cellular,19,aug,178,2.97,1-3 mins,1,1,-1,0,unknown,no,0
32,25-34,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,87,1.45,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,management,divorced,tertiary,3820,High (2K+),no,no,no,cellular,19,aug,86,1.43,1-3 mins,5,5,-1,0,unknown,no,0
33,25-34,technician,single,secondary,268,Low (0-500),no,no,no,cellular,19,aug,255,4.25,3-5 mins,1,1,-1,0,unknown,no,0
46,35-49,technician,married,secondary,167,Low (0-500),no,no,no,cellular,19,aug,155,2.58,1-3 mins,3,3,-1,0,unknown,no,0
47,35-49,technician,divorced,secondary,266,Low (0-500),no,no,no,cellular,19,aug,88,1.47,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,technician,single,secondary,-225,Negative,no,no,no,cellular,19,aug,220,3.67,3-5 mins,1,1,-1,0,unknown,no,0
52,50-66,management,divorced,tertiary,96,Low (0-500),no,no,no,cellular,19,aug,134,2.23,1-3 mins,1,1,-1,0,unknown,no,0
42,35-49,management,married,tertiary,559,Medium (500-2K),no,no,no,cellular,19,aug,88,1.47,1-3 mins,1,1,-1,0,unknown,no,0
48,35-49,blue-collar,married,primary,347,Low (0-500),no,no,no,cellular,19,aug,199,3.32,3-5 mins,3,3,-1,0,unknown,no,0
45,35-49,blue-collar,married,unknown,850,Medium (500-2K),no,no,no,cellular,19,aug,211,3.52,3-5 mins,2,2,-1,0,unknown,no,0
50,50-66,services,married,secondary,128,Low (0-500),no,no,no,cellular,19,aug,173,2.88,1-3 mins,1,1,-1,0,unknown,no,0
35,35-49,management,single,tertiary,3576,High (2K+),no,yes,no,cellular,19,aug,68,1.13,1-3 mins,1,1,-1,0,unknown,no,0
40,35-49,technician,married,tertiary,0,Negative,no,no,no,cellular,19,aug,44,0.73,<1 min,1,1,-1,0,unknown,no,0
41,35-49,management,married,tertiary,30,Low (0-500),no,no,no,cellular,19,aug,171,2.85,1-3 mins,7,7,-1,0,unknown,no,0
48,35-49,blue-collar,married,primary,147,Low (0-500),no,no,no,cellular,19,aug,158,2.63,1-3 mins,8,8,-1,0,unknown,no,0
59,50-66,retired,married,secondary,19,Low (0-500),no,no,yes,cellular,19,aug,271,4.52,3-5 mins,3,3,-1,0,unknown,no,0
47,35-49,housemaid,divorced,secondary,1361,Medium (500-2K),no,no,no,cellular,19,aug,59,0.98,<1 min,3,3,-1,0,unknown,no,0
41,35-49,self-employed,married,tertiary,57,Low (0-500),no,no,no,cellular,19,aug,61,1.02,1-3 mins,5,5,-1,0,unknown,no,0
36,35-49,technician,married,secondary,1840,Medium (500-2K),no,no,no,cellular,19,aug,61,1.02,1-3 mins,6,6,-1,0,unknown,no,0
53,50-66,blue-collar,married,secondary,20,Low (0-500),no,no,no,cellular,19,aug,106,1.77,1-3 mins,7,7,-1,0,unknown,no,0
57,50-66,retired,married,secondary,81,Low (0-500),no,no,no,cellular,19,aug,118,1.97,1-3 mins,3,3,-1,0,unknown,no,0
52,50-66,technician,married,secondary,-240,Negative,no,no,no,cellular,19,aug,392,6.53,5-10 mins,3,3,-1,0,unknown,no,0
43,35-49,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,313,5.22,5-10 mins,3,3,-1,0,unknown,no,0
30,25-34,management,married,tertiary,151,Low (0-500),no,no,no,cellular,19,aug,82,1.37,1-3 mins,4,4,-1,0,unknown,no,0
51,50-66,housemaid,divorced,tertiary,370,Low (0-500),no,yes,no,cellular,19,aug,109,1.82,1-3 mins,3,3,-1,0,unknown,no,0
33,25-34,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,78,1.3,1-3 mins,3,3,-1,0,unknown,no,0
